fecha,ticker,nombre_empresa,sector,cierre,apertura,maximo,minimo,volumen,fecha_carga
2024-03-27,IAM,Maroc Telecom,Telecomunicaciones,111.69,111.7,111.92,110.06,88249,2026-05-09
2024-03-28,IAM,Maroc Telecom,Telecomunicaciones,110.08,110.8,110.42,109.07,378009,2026-05-09
2024-03-29,IAM,Maroc Telecom,Telecomunicaciones,111.16,110.76,111.71,110.35,12719,2026-05-09
2024-04-01,IAM,Maroc Telecom,Telecomunicaciones,112.97,113.86,113.33,111.29,163962,2026-05-09
2024-04-02,IAM,Maroc Telecom,Telecomunicaciones,112.87,112.62,113.29,110.93,480452,2026-05-09
2024-04-03,IAM,Maroc Telecom,Telecomunicaciones,114.23,113.11,114.88,113.85,439725,2026-05-09
2024-04-04,IAM,Maroc Telecom,Telecomunicaciones,114.72,115.65,115.12,114.68,52534,2026-05-09
2024-04-05,IAM,Maroc Telecom,Telecomunicaciones,113.83,112.9,115.87,112.75,102241,2026-05-09
2024-04-08,IAM,Maroc Telecom,Telecomunicaciones,114.33,113.92,114.51,112.44,422003,2026-05-09
2024-04-09,IAM,Maroc Telecom,Telecomunicaciones,116.44,117.49,117.66,114.75,136209,2026-05-09
2024-04-10,IAM,Maroc Telecom,Telecomunicaciones,116.39,117.44,117.35,114.11,452061,2026-05-09
2024-04-11,IAM,Maroc Telecom,Telecomunicaciones,118.57,118.74,120.9,118.37,199004,2026-05-09
2024-04-12,IAM,Maroc Telecom,Telecomunicaciones,114.85,115.15,115.11,112.82,102124,2026-05-09
2024-04-15,IAM,Maroc Telecom,Telecomunicaciones,115.98,115.86,116.9,115.0,101659,2026-05-09
2024-04-16,IAM,Maroc Telecom,Telecomunicaciones,116.1,115.62,118.35,114.41,174134,2026-05-09
2024-04-17,IAM,Maroc Telecom,Telecomunicaciones,115.68,115.28,117.68,114.65,85713,2026-05-09
2024-04-18,IAM,Maroc Telecom,Telecomunicaciones,115.81,116.21,117.7,115.0,228335,2026-05-09
2024-04-19,IAM,Maroc Telecom,Telecomunicaciones,113.05,113.62,113.63,112.67,498972,2026-05-09
2024-04-22,IAM,Maroc Telecom,Telecomunicaciones,112.75,113.41,113.14,110.96,463677,2026-05-09
2024-04-23,IAM,Maroc Telecom,Telecomunicaciones,113.23,113.89,114.74,110.99,85418,2026-05-09
2024-04-24,IAM,Maroc Telecom,Telecomunicaciones,115.24,114.3,117.38,113.25,469888,2026-05-09
2024-04-25,IAM,Maroc Telecom,Telecomunicaciones,114.53,114.52,115.81,114.3,138232,2026-05-09
2024-04-26,IAM,Maroc Telecom,Telecomunicaciones,113.41,112.41,114.71,113.12,438048,2026-05-09
2024-04-29,IAM,Maroc Telecom,Telecomunicaciones,112.73,112.84,113.36,111.82,173038,2026-05-09
2024-04-30,IAM,Maroc Telecom,Telecomunicaciones,113.97,113.84,115.72,113.06,475761,2026-05-09
2024-05-01,IAM,Maroc Telecom,Telecomunicaciones,114.42,115.31,114.85,113.65,416203,2026-05-09
2024-05-02,IAM,Maroc Telecom,Telecomunicaciones,113.69,113.35,114.43,111.81,178383,2026-05-09
2024-05-03,IAM,Maroc Telecom,Telecomunicaciones,114.39,113.51,115.36,114.19,303719,2026-05-09
2024-05-06,IAM,Maroc Telecom,Telecomunicaciones,114.53,113.71,115.69,113.2,335996,2026-05-09
2024-05-07,IAM,Maroc Telecom,Telecomunicaciones,115.86,116.47,116.42,114.43,268722,2026-05-09
2024-05-08,IAM,Maroc Telecom,Telecomunicaciones,114.88,115.15,115.14,113.77,142079,2026-05-09
2024-05-09,IAM,Maroc Telecom,Telecomunicaciones,114.43,113.52,115.83,112.25,212053,2026-05-09
2024-05-10,IAM,Maroc Telecom,Telecomunicaciones,113.89,112.94,114.55,111.99,86242,2026-05-09
2024-05-13,IAM,Maroc Telecom,Telecomunicaciones,111.89,112.34,113.19,111.3,188589,2026-05-09
2024-05-14,IAM,Maroc Telecom,Telecomunicaciones,112.29,111.33,112.64,110.23,39257,2026-05-09
2024-05-15,IAM,Maroc Telecom,Telecomunicaciones,112.64,113.37,113.72,111.75,490488,2026-05-09
2024-05-16,IAM,Maroc Telecom,Telecomunicaciones,112.65,113.11,113.85,110.95,445423,2026-05-09
2024-05-17,IAM,Maroc Telecom,Telecomunicaciones,112.33,111.39,112.45,110.96,154353,2026-05-09
2024-05-20,IAM,Maroc Telecom,Telecomunicaciones,110.42,109.5,111.16,108.85,333390,2026-05-09
2024-05-21,IAM,Maroc Telecom,Telecomunicaciones,109.86,110.93,110.16,108.44,273579,2026-05-09
2024-05-22,IAM,Maroc Telecom,Telecomunicaciones,109.41,109.13,109.55,108.8,239947,2026-05-09
2024-05-23,IAM,Maroc Telecom,Telecomunicaciones,108.36,108.08,110.51,106.84,241758,2026-05-09
2024-05-24,IAM,Maroc Telecom,Telecomunicaciones,108.15,108.83,108.85,107.21,101357,2026-05-09
2024-05-27,IAM,Maroc Telecom,Telecomunicaciones,108.67,109.64,110.43,107.53,167732,2026-05-09
2024-05-28,IAM,Maroc Telecom,Telecomunicaciones,111.13,112.21,111.7,110.38,408300,2026-05-09
2024-05-29,IAM,Maroc Telecom,Telecomunicaciones,111.37,111.93,112.89,111.23,485413,2026-05-09
2024-05-30,IAM,Maroc Telecom,Telecomunicaciones,111.71,111.43,113.41,111.11,416723,2026-05-09
2024-05-31,IAM,Maroc Telecom,Telecomunicaciones,111.61,110.68,112.94,109.86,213667,2026-05-09
2024-06-03,IAM,Maroc Telecom,Telecomunicaciones,109.04,109.64,110.07,106.93,93807,2026-05-09
2024-06-04,IAM,Maroc Telecom,Telecomunicaciones,109.01,109.14,109.91,107.4,448755,2026-05-09
2024-06-05,IAM,Maroc Telecom,Telecomunicaciones,109.08,108.91,109.84,108.2,388097,2026-05-09
2024-06-06,IAM,Maroc Telecom,Telecomunicaciones,112.31,113.22,114.4,110.18,148563,2026-05-09
2024-06-07,IAM,Maroc Telecom,Telecomunicaciones,112.05,111.18,113.91,110.92,268778,2026-05-09
2024-06-10,IAM,Maroc Telecom,Telecomunicaciones,112.46,112.44,114.63,111.55,191264,2026-05-09
2024-06-11,IAM,Maroc Telecom,Telecomunicaciones,112.41,111.31,112.69,110.91,483611,2026-05-09
2024-06-12,IAM,Maroc Telecom,Telecomunicaciones,110.83,110.76,112.45,110.32,395941,2026-05-09
2024-06-13,IAM,Maroc Telecom,Telecomunicaciones,112.35,111.35,114.46,110.34,336032,2026-05-09
2024-06-14,IAM,Maroc Telecom,Telecomunicaciones,113.37,112.51,113.78,111.27,83609,2026-05-09
2024-06-17,IAM,Maroc Telecom,Telecomunicaciones,114.44,113.56,114.59,113.82,281221,2026-05-09
2024-06-18,IAM,Maroc Telecom,Telecomunicaciones,113.19,113.53,114.87,112.05,258512,2026-05-09
2024-06-19,IAM,Maroc Telecom,Telecomunicaciones,115.1,115.67,116.42,114.38,263973,2026-05-09
2024-06-20,IAM,Maroc Telecom,Telecomunicaciones,113.16,113.35,115.07,111.88,293097,2026-05-09
2024-06-21,IAM,Maroc Telecom,Telecomunicaciones,113.96,115.01,114.28,112.24,480135,2026-05-09
2024-06-24,IAM,Maroc Telecom,Telecomunicaciones,116.95,116.66,118.81,116.53,386826,2026-05-09
2024-06-25,IAM,Maroc Telecom,Telecomunicaciones,115.56,115.06,116.03,115.1,340033,2026-05-09
2024-06-26,IAM,Maroc Telecom,Telecomunicaciones,114.78,115.63,115.16,114.08,164893,2026-05-09
2024-06-27,IAM,Maroc Telecom,Telecomunicaciones,114.92,114.28,115.3,113.25,440783,2026-05-09
2024-06-28,IAM,Maroc Telecom,Telecomunicaciones,114.22,115.28,116.08,113.28,125374,2026-05-09
2024-07-01,IAM,Maroc Telecom,Telecomunicaciones,112.1,111.01,113.59,110.67,34860,2026-05-09
2024-07-02,IAM,Maroc Telecom,Telecomunicaciones,112.19,113.24,113.36,110.15,162267,2026-05-09
2024-07-03,IAM,Maroc Telecom,Telecomunicaciones,110.76,109.75,111.55,110.58,87475,2026-05-09
2024-07-04,IAM,Maroc Telecom,Telecomunicaciones,111.39,112.26,113.34,109.47,494090,2026-05-09
2024-07-05,IAM,Maroc Telecom,Telecomunicaciones,110.16,110.22,111.02,110.05,359410,2026-05-09
2024-07-08,IAM,Maroc Telecom,Telecomunicaciones,112.21,113.32,114.04,110.97,162499,2026-05-09
2024-07-09,IAM,Maroc Telecom,Telecomunicaciones,111.15,110.2,112.13,109.34,372876,2026-05-09
2024-07-10,IAM,Maroc Telecom,Telecomunicaciones,110.72,110.84,111.55,109.71,299227,2026-05-09
2024-07-11,IAM,Maroc Telecom,Telecomunicaciones,111.8,112.85,112.83,111.52,228118,2026-05-09
2024-07-12,IAM,Maroc Telecom,Telecomunicaciones,110.15,110.2,110.81,109.56,329516,2026-05-09
2024-07-15,IAM,Maroc Telecom,Telecomunicaciones,110.45,110.74,112.1,110.02,133786,2026-05-09
2024-07-16,IAM,Maroc Telecom,Telecomunicaciones,112.19,112.63,113.32,111.42,447280,2026-05-09
2024-07-17,IAM,Maroc Telecom,Telecomunicaciones,110.02,109.92,110.53,109.34,17813,2026-05-09
2024-07-18,IAM,Maroc Telecom,Telecomunicaciones,110.27,110.55,112.25,109.94,41598,2026-05-09
2024-07-19,IAM,Maroc Telecom,Telecomunicaciones,110.61,110.8,111.46,108.95,267951,2026-05-09
2024-07-22,IAM,Maroc Telecom,Telecomunicaciones,111.65,112.55,112.86,110.51,103106,2026-05-09
2024-07-23,IAM,Maroc Telecom,Telecomunicaciones,109.99,108.99,111.98,108.28,299226,2026-05-09
2024-07-24,IAM,Maroc Telecom,Telecomunicaciones,108.25,107.78,109.6,108.22,301385,2026-05-09
2024-07-25,IAM,Maroc Telecom,Telecomunicaciones,108.93,109.91,109.18,108.81,237286,2026-05-09
2024-07-26,IAM,Maroc Telecom,Telecomunicaciones,109.31,110.16,111.36,107.21,447785,2026-05-09
2024-07-29,IAM,Maroc Telecom,Telecomunicaciones,109.64,109.54,111.02,108.99,21745,2026-05-09
2024-07-30,IAM,Maroc Telecom,Telecomunicaciones,110.1,110.36,110.84,109.94,298173,2026-05-09
2024-07-31,IAM,Maroc Telecom,Telecomunicaciones,109.2,108.71,109.5,107.41,154097,2026-05-09
2024-08-01,IAM,Maroc Telecom,Telecomunicaciones,109.5,108.82,111.24,108.55,242732,2026-05-09
2024-08-02,IAM,Maroc Telecom,Telecomunicaciones,109.89,109.81,111.25,109.7,395539,2026-05-09
2024-08-05,IAM,Maroc Telecom,Telecomunicaciones,108.95,108.63,110.11,106.84,155360,2026-05-09
2024-08-06,IAM,Maroc Telecom,Telecomunicaciones,111.39,111.58,113.38,110.72,99186,2026-05-09
2024-08-07,IAM,Maroc Telecom,Telecomunicaciones,112.02,111.07,113.79,110.45,409756,2026-05-09
2024-08-08,IAM,Maroc Telecom,Telecomunicaciones,110.42,111.47,110.75,110.25,369912,2026-05-09
2024-08-09,IAM,Maroc Telecom,Telecomunicaciones,111.29,112.37,111.98,111.23,223030,2026-05-09
2024-08-12,IAM,Maroc Telecom,Telecomunicaciones,109.99,110.43,110.54,109.87,209950,2026-05-09
2024-08-13,IAM,Maroc Telecom,Telecomunicaciones,111.03,111.11,112.68,109.86,51846,2026-05-09
2024-08-14,IAM,Maroc Telecom,Telecomunicaciones,112.57,112.14,112.65,112.26,348076,2026-05-09
2024-08-15,IAM,Maroc Telecom,Telecomunicaciones,111.46,112.16,112.73,111.11,158554,2026-05-09
2024-08-16,IAM,Maroc Telecom,Telecomunicaciones,112.75,113.17,114.47,111.21,295555,2026-05-09
2024-08-19,IAM,Maroc Telecom,Telecomunicaciones,113.31,112.55,115.3,112.92,454191,2026-05-09
2024-08-20,IAM,Maroc Telecom,Telecomunicaciones,114.43,115.37,115.21,112.23,463761,2026-05-09
2024-08-21,IAM,Maroc Telecom,Telecomunicaciones,117.03,117.78,118.95,116.09,350941,2026-05-09
2024-08-22,IAM,Maroc Telecom,Telecomunicaciones,116.69,117.74,116.95,114.89,324451,2026-05-09
2024-08-23,IAM,Maroc Telecom,Telecomunicaciones,115.63,116.15,117.59,113.6,406309,2026-05-09
2024-08-26,IAM,Maroc Telecom,Telecomunicaciones,114.4,114.66,114.69,112.29,480474,2026-05-09
2024-08-27,IAM,Maroc Telecom,Telecomunicaciones,113.28,113.09,114.18,112.59,294186,2026-05-09
2024-08-28,IAM,Maroc Telecom,Telecomunicaciones,113.17,114.15,114.97,111.68,62930,2026-05-09
2024-08-29,IAM,Maroc Telecom,Telecomunicaciones,113.63,114.46,113.97,113.0,258656,2026-05-09
2024-08-30,IAM,Maroc Telecom,Telecomunicaciones,114.01,112.97,114.53,111.88,447629,2026-05-09
2024-09-02,IAM,Maroc Telecom,Telecomunicaciones,115.14,114.05,116.8,113.56,254459,2026-05-09
2024-09-03,IAM,Maroc Telecom,Telecomunicaciones,115.16,114.88,116.82,114.1,234695,2026-05-09
2024-09-04,IAM,Maroc Telecom,Telecomunicaciones,117.17,117.9,118.67,116.68,370027,2026-05-09
2024-09-05,IAM,Maroc Telecom,Telecomunicaciones,116.8,117.94,118.42,115.21,305900,2026-05-09
2024-09-06,IAM,Maroc Telecom,Telecomunicaciones,120.61,119.77,121.92,119.71,63268,2026-05-09
2024-09-09,IAM,Maroc Telecom,Telecomunicaciones,121.52,121.75,122.13,121.24,442430,2026-05-09
2024-09-10,IAM,Maroc Telecom,Telecomunicaciones,120.27,119.98,121.1,119.35,222943,2026-05-09
2024-09-11,IAM,Maroc Telecom,Telecomunicaciones,118.72,119.84,119.15,116.9,268916,2026-05-09
2024-09-12,IAM,Maroc Telecom,Telecomunicaciones,119.41,120.23,121.58,117.08,431818,2026-05-09
2024-09-13,IAM,Maroc Telecom,Telecomunicaciones,119.09,119.9,120.48,118.78,194403,2026-05-09
2024-09-16,IAM,Maroc Telecom,Telecomunicaciones,120.11,120.03,121.07,117.76,58901,2026-05-09
2024-09-17,IAM,Maroc Telecom,Telecomunicaciones,120.79,120.58,121.91,120.49,372130,2026-05-09
2024-09-18,IAM,Maroc Telecom,Telecomunicaciones,120.68,120.13,122.97,119.54,204488,2026-05-09
2024-09-19,IAM,Maroc Telecom,Telecomunicaciones,119.46,118.4,119.83,119.31,173268,2026-05-09
2024-09-20,IAM,Maroc Telecom,Telecomunicaciones,117.29,118.15,118.67,116.82,400530,2026-05-09
2024-09-23,IAM,Maroc Telecom,Telecomunicaciones,116.66,117.39,117.84,116.66,277770,2026-05-09
2024-09-24,IAM,Maroc Telecom,Telecomunicaciones,117.86,119.04,119.3,116.33,148496,2026-05-09
2024-09-25,IAM,Maroc Telecom,Telecomunicaciones,118.16,119.33,118.2,117.61,285001,2026-05-09
2024-09-26,IAM,Maroc Telecom,Telecomunicaciones,116.39,116.52,118.42,115.0,251531,2026-05-09
2024-09-27,IAM,Maroc Telecom,Telecomunicaciones,116.64,117.27,118.81,115.43,256693,2026-05-09
2024-09-30,IAM,Maroc Telecom,Telecomunicaciones,117.17,118.21,118.49,116.3,423198,2026-05-09
2024-10-01,IAM,Maroc Telecom,Telecomunicaciones,115.93,116.74,117.55,115.64,480177,2026-05-09
2024-10-02,IAM,Maroc Telecom,Telecomunicaciones,116.15,115.56,118.29,116.11,405196,2026-05-09
2024-10-03,IAM,Maroc Telecom,Telecomunicaciones,116.23,116.12,117.87,115.69,189362,2026-05-09
2024-10-04,IAM,Maroc Telecom,Telecomunicaciones,114.63,113.78,114.98,113.3,36431,2026-05-09
2024-10-07,IAM,Maroc Telecom,Telecomunicaciones,115.13,116.18,116.46,113.8,357120,2026-05-09
2024-10-08,IAM,Maroc Telecom,Telecomunicaciones,115.9,116.15,117.31,115.29,248360,2026-05-09
2024-10-09,IAM,Maroc Telecom,Telecomunicaciones,117.41,116.77,118.41,115.62,354855,2026-05-09
2024-10-10,IAM,Maroc Telecom,Telecomunicaciones,118.89,119.3,120.64,116.77,36385,2026-05-09
2024-10-11,IAM,Maroc Telecom,Telecomunicaciones,116.93,117.21,119.12,115.42,441374,2026-05-09
2024-10-14,IAM,Maroc Telecom,Telecomunicaciones,115.61,115.28,117.75,113.96,426235,2026-05-09
2024-10-15,IAM,Maroc Telecom,Telecomunicaciones,116.32,115.42,117.37,114.68,290783,2026-05-09
2024-10-16,IAM,Maroc Telecom,Telecomunicaciones,117.04,117.44,117.31,115.25,95530,2026-05-09
2024-10-17,IAM,Maroc Telecom,Telecomunicaciones,117.76,117.81,120.08,115.5,240983,2026-05-09
2024-10-18,IAM,Maroc Telecom,Telecomunicaciones,123.21,123.88,125.28,120.79,293707,2026-05-09
2024-10-21,IAM,Maroc Telecom,Telecomunicaciones,124.05,124.1,124.36,124.02,442557,2026-05-09
2024-10-22,IAM,Maroc Telecom,Telecomunicaciones,125.74,126.63,128.06,124.3,387816,2026-05-09
2024-10-23,IAM,Maroc Telecom,Telecomunicaciones,127.18,127.31,129.39,125.61,408992,2026-05-09
2024-10-24,IAM,Maroc Telecom,Telecomunicaciones,128.18,128.34,129.51,127.36,439660,2026-05-09
2024-10-25,IAM,Maroc Telecom,Telecomunicaciones,127.69,128.65,129.2,125.69,472132,2026-05-09
2024-10-28,IAM,Maroc Telecom,Telecomunicaciones,128.86,128.61,129.89,128.73,411927,2026-05-09
2024-10-29,IAM,Maroc Telecom,Telecomunicaciones,127.66,126.73,127.8,127.11,215390,2026-05-09
2024-10-30,IAM,Maroc Telecom,Telecomunicaciones,127.3,126.1,128.15,124.98,355114,2026-05-09
2024-10-31,IAM,Maroc Telecom,Telecomunicaciones,126.56,127.21,128.59,125.09,253373,2026-05-09
2024-11-01,IAM,Maroc Telecom,Telecomunicaciones,126.68,126.98,126.69,126.37,357697,2026-05-09
2024-11-04,IAM,Maroc Telecom,Telecomunicaciones,130.2,130.73,131.07,130.06,171779,2026-05-09
2024-11-05,IAM,Maroc Telecom,Telecomunicaciones,127.28,126.55,128.29,125.92,180182,2026-05-09
2024-11-06,IAM,Maroc Telecom,Telecomunicaciones,128.33,127.4,129.71,127.34,202860,2026-05-09
2024-11-07,IAM,Maroc Telecom,Telecomunicaciones,125.85,124.63,128.17,123.75,92879,2026-05-09
2024-11-08,IAM,Maroc Telecom,Telecomunicaciones,125.13,124.76,126.0,125.11,442043,2026-05-09
2024-11-11,IAM,Maroc Telecom,Telecomunicaciones,126.77,127.0,127.65,124.82,248260,2026-05-09
2024-11-12,IAM,Maroc Telecom,Telecomunicaciones,126.87,126.6,128.74,126.72,408871,2026-05-09
2024-11-13,IAM,Maroc Telecom,Telecomunicaciones,125.23,125.07,126.36,124.35,317003,2026-05-09
2024-11-14,IAM,Maroc Telecom,Telecomunicaciones,124.15,125.15,124.71,123.18,456841,2026-05-09
2024-11-15,IAM,Maroc Telecom,Telecomunicaciones,125.16,124.78,126.29,123.94,324242,2026-05-09
2024-11-18,IAM,Maroc Telecom,Telecomunicaciones,124.07,124.1,124.42,122.16,156323,2026-05-09
2024-11-19,IAM,Maroc Telecom,Telecomunicaciones,124.39,125.1,124.83,122.34,132413,2026-05-09
2024-11-20,IAM,Maroc Telecom,Telecomunicaciones,124.46,124.2,125.7,122.52,272670,2026-05-09
2024-11-21,IAM,Maroc Telecom,Telecomunicaciones,123.48,123.78,124.51,121.47,340904,2026-05-09
2024-11-22,IAM,Maroc Telecom,Telecomunicaciones,126.66,127.58,128.98,126.1,57837,2026-05-09
2024-11-25,IAM,Maroc Telecom,Telecomunicaciones,127.62,128.77,128.54,125.96,270550,2026-05-09
2024-11-26,IAM,Maroc Telecom,Telecomunicaciones,124.52,123.64,125.97,122.17,283680,2026-05-09
2024-11-27,IAM,Maroc Telecom,Telecomunicaciones,124.8,125.86,126.38,124.72,38541,2026-05-09
2024-11-28,IAM,Maroc Telecom,Telecomunicaciones,123.81,123.79,123.84,123.52,89083,2026-05-09
2024-11-29,IAM,Maroc Telecom,Telecomunicaciones,125.08,124.48,126.74,124.9,454243,2026-05-09
2024-12-02,IAM,Maroc Telecom,Telecomunicaciones,123.89,123.79,124.33,123.88,44531,2026-05-09
2024-12-03,IAM,Maroc Telecom,Telecomunicaciones,123.72,124.91,126.1,121.68,280856,2026-05-09
2024-12-04,IAM,Maroc Telecom,Telecomunicaciones,124.47,124.45,124.84,122.97,376245,2026-05-09
2024-12-05,IAM,Maroc Telecom,Telecomunicaciones,125.76,125.33,126.8,125.15,337599,2026-05-09
2024-12-06,IAM,Maroc Telecom,Telecomunicaciones,123.95,124.28,124.16,123.2,84744,2026-05-09
2024-12-09,IAM,Maroc Telecom,Telecomunicaciones,123.45,122.81,125.91,121.36,262859,2026-05-09
2024-12-10,IAM,Maroc Telecom,Telecomunicaciones,122.75,121.71,123.98,122.3,139749,2026-05-09
2024-12-11,IAM,Maroc Telecom,Telecomunicaciones,121.78,120.88,123.23,119.89,277253,2026-05-09
